Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
Data Analyst,$26K-$47K (Glassdoor est.),-1.0,Artius Solutions,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.5,Artius Solutions, UT,-1
"Data Analyst at Salt Lake City, UT",$26K-$47K (Glassdoor est.),4.5,"Vimerse
4.5","Salt Lake City, UT","Sugar Land, TX",51 to 200 employees,2011,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,36.5,Vimerse, UT,11
Senior Data Analyst,$26K-$47K (Glassdoor est.),3.8,"F5 Networks
3.8","Draper, UT","Seattle, WA",5001 to 10000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Citrix, VMware, Juniper Networks",-1,36.5,F5 Networks, UT,26
Data Scientist/Analyst - Noke,$26K-$47K (Glassdoor est.),2.7,"Janus International Group, LLC
2.7","Lehi, UT","Temple, GA",501 to 1000 employees,2001,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,-1,36.5,"Janus International Group, LLC", UT,21
Data Analyst - W2 candidate,$26K-$47K (Glassdoor est.),3.3,"ClientSolv Technologies
3.3","American Fork, UT","Greenwood Village, CO",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,36.5,ClientSolv Technologies, UT,28
Senior Data Analyst,$26K-$47K (Glassdoor est.),-1.0,DrangKro Aerospace,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.5,DrangKro Aerospace, UT,-1
Marketing Coordinator / Data Analyst,$26K-$47K (Glassdoor est.),-1.0,POPi/o Mobile Video Cloud,"Sandy, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.5,POPi/o Mobile Video Cloud, UT,-1
Senior Data Analyst,$26K-$47K (Glassdoor est.),5.0,"Resiliency LLC
5.0","Salt Lake City, UT","Stamford, CT",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,36.5,Resiliency LLC, UT,-1
Financial Data Analyst,$26K-$47K (Glassdoor est.),3.5,"Vivint Solar
3.5","Lehi, UT","Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1,36.5,Vivint Solar, UT,11
Special Operations (LREC) Incentives and Proficiency Data Analyst,$26K-$47K (Glassdoor est.),3.5,"YORKTOWN SYSTEMS GROUP INC
3.5","Riverton, UT","Huntsville, AL",501 to 1000 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,36.5,YORKTOWN SYSTEMS GROUP INC, UT,-1
Senior Data Analyst,$26K-$47K (Glassdoor est.),4.1,"Shape Security
4.1","Draper, UT","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,36.5,Shape Security, UT,11
a. Senior Data and Business Analyst,$31K-$59K (Glassdoor est.),4.0,"Connor Group
4.0","Salt Lake City, UT","Santa Clara, CA",201 to 500 employees,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),-1,-1,45.0,Connor Group, UT,16
Fund Data Analyst,$31K-$59K (Glassdoor est.),3.5,"Vivint Solar
3.5","Lehi, UT","Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1,45.0,Vivint Solar, UT,11
Sr Python Data Analyst(no c2c) contract w2 only,$31K-$59K (Glassdoor est.),2.9,"VED Software Services, Inc.
2.9","Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,45.0,"VED Software Services, Inc.", UT,27
TX Healthcare Data/Reporting Analyst,$31K-$59K (Glassdoor est.),4.2,"Abacus Service Corporation
4.2","Salt Lake City, UT","Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,45.0,Abacus Service Corporation, UT,18
Data Analyst,$47K-$81K (Glassdoor est.),3.5,"Robert Half
3.5","Reedley, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,64.0,Robert Half, CA,74
"Data Analyst, District Office - Accountability Office",$47K-$81K (Glassdoor est.),3.7,"TCOE
3.7","Visalia, CA","Springville, CA",1 to 50 employees,-1,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),-1,-1,64.0,TCOE, CA,-1
Data Analyst (Kings County),$47K-$81K (Glassdoor est.),3.3,"Public Health Foundation Enterprises, In
3.3","Hanford, CA","City of Industry, CA",1001 to 5000 employees,1968,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,-1,64.0,"Public Health Foundation Enterprises, In", CA,54
Tactical Data Link (TDL) Analyst,$43K-$69K (Glassdoor est.),4.3,"USfalcon
4.3","Hampton, VA","Cary, NC",201 to 500 employees,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"General Dynamics Information Technology, ENSCO, Booz Allen Hamilton",-1,56.0,USfalcon, VA,38
Data Analyst,$43K-$69K (Glassdoor est.),2.5,"Hampton University
2.5","Hampton, VA","Hampton, VA",1001 to 5000 employees,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,56.0,Hampton University, VA,154
Data Science Analyst,$43K-$69K (Glassdoor est.),2.7,"Collins Consulting Inc
2.7","Norfolk, VA","Schaumburg, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,-1,56.0,Collins Consulting Inc, VA,30
Junior Data Analyst,$43K-$69K (Glassdoor est.),2.7,"Patient Advocate Foundation
2.7","Hampton, VA","Hampton, VA",51 to 200 employees,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Prescription Lifeline,-1,56.0,Patient Advocate Foundation, VA,26
Junior Data Analyst,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,56.0,"Staffigo Technical Services, LLC", VA,14
Jr Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,56.0,"Orbis, Inc.", VA,22
Data Science Analyst,$43K-$69K (Glassdoor est.),3.0,"NewGen Technologies
3.0","Norfolk, VA","Duluth, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,56.0,NewGen Technologies, VA,-1
Data Analyst,$43K-$69K (Glassdoor est.),1.0,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA","Mc Lean, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,56.0,"Bluemont Technology & Research, Inc.", VA,-1
Data Analyst,$43K-$69K (Glassdoor est.),3.5,"ForKids, inc
3.5","Norfolk, VA","Norfolk, VA",51 to 200 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),-1,-1,56.0,"ForKids, inc", VA,-1
Data Analyst,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,56.0,"Staffigo Technical Services, LLC", VA,14
Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,56.0,"Orbis, Inc.", VA,22
Data Analyst,$43K-$69K (Glassdoor est.),3.4,"Dunhill Professional Search
3.4","Chesapeake, VA","Wilmington, NC",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,56.0,Dunhill Professional Search, VA,-1
Finance Data Analytics Analyst,$43K-$69K (Glassdoor est.),3.1,"Smithfield
3.1","Smithfield, VA","Smithfield, VA",10000+ employees,1936,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"JBS USA Holdings, Tyson Foods, Hormel",-1,56.0,Smithfield, VA,86
Business Intelligence/Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Booz Allen Hamilton
3.8","Suffolk, VA","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",-1,56.0,Booz Allen Hamilton, VA,108
Research & Data Analyst,$43K-$69K (Glassdoor est.),1.0,"EVMS
1.0","Norfolk, VA","Chennai, India",501 to 1000 employees,1935,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,-1,-1,56.0,EVMS, VA,87
Metrics & Data Analyst,$43K-$69K (Glassdoor est.),3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1,56.0,"Epsilon Systems Solutions, Inc.", VA,24
Tactical Data Link (TDL) Analyst-,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,56.0,Oasis Systems, VA,25
Senior Data Analyst- Secret Clearance-,$43K-$69K (Glassdoor est.),5.0,"Counter Threat Solutions
5.0","Norfolk, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,56.0,Counter Threat Solutions, VA,7
Data Analyst Junior,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,56.0,"Staffigo Technical Services, LLC", VA,14
HQ Data Analyst,$43K-$69K (Glassdoor est.),3.0,"ITA International
3.0","Newport News, VA","Yorktown, VA",201 to 500 employees,-1,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,56.0,ITA International, VA,-1
USMTF Data Analyst,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,56.0,Oasis Systems, VA,25
Mid Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,56.0,"Orbis, Inc.", VA,22
Product Data Business Analyst,$43K-$69K (Glassdoor est.),-1.0,Ferguson Experienced,"Newport News, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,56.0,Ferguson Experienced, VA,-1
Retail Data Quality Analyst,$43K-$69K (Glassdoor est.),3.5,"Liberty Source
3.5","Hampton, VA","Fort Monroe, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1,56.0,Liberty Source, VA,8
USMTF Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems, LLC
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,56.0,"Oasis Systems, LLC", VA,25
Senior Data Strategy Analyst (SDSA),$43K-$69K (Glassdoor est.),3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1,56.0,National Capitol Contracting (NCC), VA,20
Data Analyst - Va Beach - VA with Security Clearance,$43K-$69K (Glassdoor est.),3.1,"Occam Solutions Inc
3.1","Virginia Beach, VA","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,56.0,Occam Solutions Inc, VA,-1
Configuration and Data Management (C&DM) Analyst,$43K-$69K (Glassdoor est.),3.5,"Analytical Mechanics Associates
3.5","Hampton, VA","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,56.0,Analytical Mechanics Associates, VA,60
Jr Management Analyst (Data Management),$43K-$69K (Glassdoor est.),3.2,"GStek, Inc.
3.2","Yorktown, VA","Chesapeake, VA",201 to 500 employees,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,-1,56.0,"GStek, Inc.", VA,30
Senior Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,56.0,"Orbis, Inc.", VA,22
Tactical Data Link (TDL) Analyst,$49K-$112K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,80.5,Oasis Systems, VA,25
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),3.7,"CBRE
3.7","Chesapeake, VA","Los Angeles, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,80.5,CBRE, VA,116
Acoustics Data Analyst/Flight Test Engineer,$49K-$112K (Glassdoor est.),3.5,"Analytical Mechanics Associates
3.5","Hampton, VA","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,80.5,Analytical Mechanics Associates, VA,60
Senior Data Analyst,$49K-$112K (Glassdoor est.),1.0,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA","Mc Lean, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,80.5,"Bluemont Technology & Research, Inc.", VA,-1
Senior Data Analyst- Secret Clearance,$49K-$112K (Glassdoor est.),5.0,"Counter Threat Solutions
5.0","Norfolk, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,80.5,Counter Threat Solutions, VA,7
Senior Data Management Analyst (SDMA),$49K-$112K (Glassdoor est.),3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1,80.5,National Capitol Contracting (NCC), VA,20
Data Analyst - Senior Consultant,$49K-$112K (Glassdoor est.),3.4,"Guidehouse
3.4","Norfolk, VA","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,80.5,Guidehouse, VA,4
Data Warehouse Programmer/Analyst,$49K-$112K (Glassdoor est.),3.1,"AXSEUM Inc
3.1","Fort Eustis, VA","Alexandria, VA",51 to 200 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,80.5,AXSEUM Inc, VA,20
Data Analyst (Navy) - Mid and Junior Level,$49K-$112K (Glassdoor est.),-1.0,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,80.5,"Tamayo Federal Solutions, LLC", VA,-1
"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",$49K-$112K (Glassdoor est.),3.4,"Guidehouse
3.4","Norfolk, VA","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,80.5,Guidehouse, VA,4
Program Analyst - AIS/Maintenance Data System Coordinator,$49K-$112K (Glassdoor est.),3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1,80.5,"Epsilon Systems Solutions, Inc.", VA,24
MSC Logistics Data Analyst,$49K-$112K (Glassdoor est.),3.6,"CACI International
3.6","Norfolk, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",-1,80.5,CACI International, VA,60
Data Analyst (Navy) - Mid Level,$49K-$112K (Glassdoor est.),-1.0,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,80.5,"Tamayo Federal Solutions, LLC", VA,-1
Business Intelligence & Data Analyst,$49K-$112K (Glassdoor est.),3.7,"PROSOFT
3.7","Norfolk, VA","Virginia Beach, VA",201 to 500 employees,-1,Contract,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,PROSOFT, VA,-1
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),3.6,"FacilitySource
3.6","Chesapeake, VA","Phoenix, AZ",1001 to 5000 employees,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),"First Service Networks, SMS Assist, Vixxo",-1,80.5,FacilitySource, VA,21
Senior Data Analyst (Navy),$49K-$112K (Glassdoor est.),-1.0,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,80.5,"Tamayo Federal Solutions, LLC", VA,-1
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,$49K-$112K (Glassdoor est.),3.3,"Universal Consulting Services
3.3","Norfolk, VA","Fairfax, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,80.5,Universal Consulting Services, VA,22
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,$49K-$112K (Glassdoor est.),3.3,"Universal Consulting Services, Inc.
3.3","Norfolk, VA","Fairfax, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,80.5,"Universal Consulting Services, Inc.", VA,22
Junior Data Analyst,$30K-$54K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,42.0,"Staffigo Technical Services, LLC", FL,14
Data Analyst,$30K-$54K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,42.0,"Staffigo Technical Services, LLC", FL,14
Data Analyst,$30K-$54K (Glassdoor est.),4.3,"University of Florida
4.3","Gainesville, FL","Gainesville, FL",10000+ employees,1853,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,42.0,University of Florida, FL,169
AvMed Data Governance Analyst,$30K-$54K (Glassdoor est.),3.1,"AvMed Health Plans
3.1","Gainesville, FL","Gainesville, FL",501 to 1000 employees,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,-1,42.0,AvMed Health Plans, FL,26
Data Management Analyst II,$30K-$54K (Glassdoor est.),3.3,"Shands Jacksonville
3.3","Alachua, FL","Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,42.0,Shands Jacksonville, FL,38
Data Analyst Junior,$30K-$54K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,42.0,"Staffigo Technical Services, LLC", FL,14
